Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person and Vehicle search,2023-03-03T09:03:00+00:00,,,53.981246,-1.558478,Male,25-34,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-03-03T09:03:00+00:00,,,53.981246,-1.558478,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-03T16:03:00+00:00,,,53.803935,-1.251085,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-03T17:03:00+00:00,,,53.794894,-1.236885,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-03T22:03:00+00:00,,,53.984521,-1.533098,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-03T23:03:00+00:00,,,53.933364,-1.065065,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,
Person search,2023-03-04T03:03:00+00:00,,,54.337981,-1.434285,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-04T03:03:00+00:00,,,54.339324,-1.433721,,18-24,,White,,Controlled drugs,Arrest,True,
Person search,2023-03-04T03:03:00+00:00,,,54.337981,-1.434285,,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-04T04:03:00+00:00,,,54.339324,-1.433721,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-03-04T04:03:00+00:00,,,54.337981,-1.434285,,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-04T18:03:00+00:00,,,53.957174,-1.572707,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-04T19:03:00+00:00,,,53.989927,-1.059376,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-04T19:03:00+00:00,,,53.989927,-1.059376,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Vehicle search,2023-03-05T00:03:00+00:00,,,53.782292,-1.066513,,over 34,,,,,,,
Person and Vehicle search,2023-03-05T00:03:00+00:00,,,53.782292,-1.066513,Male,18-24,,White,,,,,
Person and Vehicle search,2023-03-05T17:03:00+00:00,,,54.010412,-1.469712,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-06T01:03:00+00:00,,,53.783595,-1.067638,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-06T03:03:00+00:00,,,54.391493,-1.647736,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-06T22:03:00+00:00,,,54.280670,-0.416529,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-07T15:03:00+00:00,,,54.374667,-1.724000,Male,10-17,,White,,,,,
Person search,2023-03-08T00:03:00+00:00,,,54.313337,-1.537863,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-08T09:03:00+00:00,,,53.922228,-1.077481,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-03-08T09:03:00+00:00,,,53.953638,-1.143015,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-03-08T13:03:00+00:00,,,54.341178,-1.433780,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,True,
Person search,2023-03-09T01:03:00+00:00,,,54.359520,-1.418386,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-09T01:03:00+00:00,,,54.361717,-1.413707,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-09T01:03:00+00:00,,,54.488854,-0.612079,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-10T21:03:00+00:00,,,54.139783,-1.493195,Male,over 34,,White,,,,,
Person search,2023-03-11T14:03:00+00:00,,,53.993009,-1.538891,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person search,2023-03-11T16:03:00+00:00,,,53.979806,-1.085007,Male,over 34,Other ethnic group - Not stated,Black,,,,,
Person search,2023-03-11T18:03:00+00:00,,,54.044286,-1.409691,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-11T18:03:00+00:00,,,54.508320,-1.578825,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),,,False,
Person and Vehicle search,2023-03-11T18:03:00+00:00,,,53.985984,-1.539731,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-11T19:03:00+00:00,,,53.985984,-1.539731,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-11T19:03:00+00:00,,,53.962956,-1.073640,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-03-11T23:03:00+00:00,,,53.995685,-1.535765,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-12T14:03:00+00:00,,,54.379349,-1.688975,Male,10-17,,White,,,,,
Person search,2023-03-12T15:03:00+00:00,,,54.379587,-1.687836,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2023-03-12T17:03:00+00:00,,,53.942931,-1.126400,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-12T17:03:00+00:00,,,54.420932,-0.632207,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-12T20:03:00+00:00,,,54.477396,-1.647333,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-12T20:03:00+00:00,,,54.403650,-1.738843,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-12T21:03:00+00:00,,,54.066376,-2.018498,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person and Vehicle search,2023-03-12T21:03:00+00:00,,,54.066376,-2.018498,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-03-12T22:03:00+00:00,,,54.483318,-1.176958,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person and Vehicle search,2023-03-13T02:03:00+00:00,,,53.928871,-1.161448,Male,18-24,,White,,,,False,
Person and Vehicle search,2023-03-13T02:03:00+00:00,,,53.928871,-1.161448,Male,18-24,,White,,,,False,
Person and Vehicle search,2023-03-13T04:03:00+00:00,,,53.750002,-1.100031,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-13T04:03:00+00:00,,,53.642963,-1.218453,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-03-13T04:03:00+00:00,,,53.642963,-1.218453,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2023-03-13T09:03:00+00:00,,,53.866278,-1.305560,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-13T11:03:00+00:00,,,54.233563,-0.443480,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-03-13T12:03:00+00:00,,,54.233563,-0.443480,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-03-13T15:03:00+00:00,,,53.736111,-2.493375,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-03-13T15:03:00+00:00,,,54.420517,-0.589791,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-03-13T19:03:00+00:00,,,53.750002,-1.100031,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-13T20:03:00+00:00,,,53.750002,-1.100031,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-14T01:03:00+00:00,,,,,Male,25-34,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-14T02:03:00+00:00,,,53.979806,-1.085007,Male,over 34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-14T04:03:00+00:00,,,53.989037,-1.044167,Female,18-24,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-03-14T09:03:00+00:00,,,53.798574,-1.043044,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-15T13:03:00+00:00,,,53.993371,-1.541907,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-15T13:03:00+00:00,,,53.993371,-1.541907,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-15T14:03:00+00:00,,,53.974407,-1.082976,Male,25-34,,White,,,,,
Person search,2023-03-15T14:03:00+00:00,,,53.994745,-1.543798,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-15T14:03:00+00:00,,,53.994745,-1.543798,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-15T14:03:00+00:00,,,53.974407,-1.082976,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-15T14:03:00+00:00,,,53.974407,-1.082976,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-15T23:03:00+00:00,,,53.961692,-1.528598,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-16T11:03:00+00:00,,,53.974162,-1.084994,Male,over 34,,White,,,,,
Person search,2023-03-16T11:03:00+00:00,,,53.974162,-1.084994,Male,25-34,,White,,,,,
Person search,2023-03-16T15:03:00+00:00,,,53.766954,-1.292550,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-16T15:03:00+00:00,,,53.766954,-1.292550,Male,25-34,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-16T20:03:00+00:00,,,54.132376,-0.790586,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-16T20:03:00+00:00,,,54.132376,-0.790586,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-17T03:03:00+00:00,,,,,Male,25-34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-17T04:03:00+00:00,,,54.283667,-0.393201,Male,18-24,White - Any other White background,White,,,,,
Person and Vehicle search,2023-03-17T04:03:00+00:00,,,53.751313,-1.149079,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-17T04:03:00+00:00,,,53.758760,-1.132167,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-17T04:03:00+00:00,,,54.276129,-0.415705,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-17T05:03:00+00:00,,,54.276129,-0.415705,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-17T11:03:00+00:00,,,54.338931,-1.431765,Male,10-17,,White,,,,,
Person search,2023-03-17T12:03:00+00:00,,,53.954621,-1.093194,Male,over 34,,White,,,,,
Person and Vehicle search,2023-03-17T13:03:00+00:00,,,53.940592,-1.113866,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2023-03-17T19:03:00+00:00,,,53.963468,-2.041107,Male,25-34,,White,,,,,
Person and Vehicle search,2023-03-18T01:03:00+00:00,,,53.963468,-2.041107,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-03-18T02:03:00+00:00,,,54.463484,-1.223415,Female,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-18T06:03:00+00:00,,,,,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-18T09:03:00+00:00,,,54.279497,-0.411428,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,
Person search,2023-03-18T15:03:00+00:00,,,54.339782,-1.435137,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-18T15:03:00+00:00,,,53.891804,-1.239610,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2023-03-18T21:03:00+00:00,,,53.942931,-1.126400,Male,over 34,,,,,,,
Person search,2023-03-18T23:03:00+00:00,,,53.976532,-1.088251,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-19T00:03:00+00:00,,,53.959801,-2.016866,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-19T02:03:00+00:00,,,54.002734,-1.558128,Female,25-34,,White,,,,,
Person search,2023-03-19T02:03:00+00:00,,,54.002734,-1.558128,Male,18-24,,,,,,,
Person search,2023-03-19T04:03:00+00:00,,,54.268096,-0.394131,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-19T04:03:00+00:00,,,54.002734,-1.558128,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-19T07:03:00+00:00,,,53.972712,-1.084675,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-19T12:03:00+00:00,,,53.958196,-2.039969,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-19T15:03:00+00:00,,,54.133987,-0.796126,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-19T16:03:00+00:00,,,54.010031,-1.142071,Female,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-19T16:03:00+00:00,,,53.947979,-1.133456,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2023-03-19T17:03:00+00:00,,,53.975407,-1.086888,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-19T17:03:00+00:00,,,53.990557,-1.131230,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-03-19T18:03:00+00:00,,,54.002734,-1.558128,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-19T19:03:00+00:00,,,53.976961,-1.086671,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-20T00:03:00+00:00,,,53.972975,-1.081468,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-20T03:03:00+00:00,,,54.137570,-1.549495,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-20T18:03:00+00:00,,,54.345199,-1.446108,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-20T22:03:00+00:00,,,53.898691,-1.944645,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-20T22:03:00+00:00,,,53.898691,-1.944645,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-20T22:03:00+00:00,,,53.898691,-1.944645,Male,10-17,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-20T22:03:00+00:00,,,53.898691,-1.944645,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-20T23:03:00+00:00,,,,,Male,over 34,,White,,,,,
Person search,2023-03-21T03:03:00+00:00,,,53.856850,-2.177794,Male,25-34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-21T03:03:00+00:00,,,54.288348,-0.440109,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-21T03:03:00+00:00,,,54.288348,-0.440109,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-21T04:03:00+00:00,,,53.856850,-2.177794,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-21T05:03:00+00:00,,,53.856850,-2.177794,Male,25-34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-21T05:03:00+00:00,,,53.856850,-2.177794,Male,25-34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-03-21T06:03:00+00:00,,,54.345199,-1.446108,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-21T14:03:00+00:00,,,53.787356,-1.069270,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-22T11:03:00+00:00,,,53.994461,-1.542459,Female,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-22T16:03:00+00:00,,,54.284383,-0.401593,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,,
Person search,2023-03-22T23:03:00+00:00,,,53.960475,-1.528558,Male,10-17,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-23T01:03:00+00:00,,,53.977148,-1.532357,,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
Person and Vehicle search,2023-03-23T22:03:00+00:00,,,54.168102,-1.440372,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-23T22:03:00+00:00,,,53.991214,-1.507751,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2023-03-24T03:03:00+00:00,,,,,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2023-03-24T16:03:00+00:00,,,54.227332,-1.328148,Male,over 34,,Other,,,,,
Person search,2023-03-24T16:03:00+00:00,,,53.956150,-1.090996,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-24T19:03:00+00:00,,,53.970245,-1.091254,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2023-03-24T20:03:00+00:00,,,53.763545,-1.094918,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-03-24T21:03:00+00:00,,,53.763545,-1.094918,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-03-25T03:03:00+00:00,,,54.345084,-1.438864,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-03-25T03:03:00+00:00,,,54.278398,-0.416708,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-25T06:03:00+00:00,,,53.960722,-1.081082,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2023-03-25T08:03:00+00:00,,,54.209949,-0.294014,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Summons / charged by post,True,
Person search,2023-03-25T15:03:00+00:00,,,54.277667,-0.409609,Male,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-25T15:03:00+00:00,,,53.969953,-1.528916,Female,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2023-03-25T15:03:00+00:00,,,53.969953,-1.528916,Male,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-03-25T15:03:00+00:00,,,53.976901,-1.533671,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-03-25T15:03:00+00:00,,,54.283161,-0.397566,Female,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-03-26T00:03:00+00:00,,,54.040239,-1.565351,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-26T01:03:00+00:00,,,53.781939,-1.059282,Male,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-26T10:03:00+00:00,,,53.999044,-1.542165,Male,over 34,,White,,,,,
Person search,2023-03-26T11:03:00+00:00,,,53.999044,-1.542165,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-26T12:03:00+00:00,,,53.999044,-1.542165,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-03-26T19:03:00+00:00,,,53.988747,-1.074196,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-26T19:03:00+00:00,,,53.969984,-1.077051,Female,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-26T21:03:00+00:00,,,53.994245,-1.535262,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-27T01:03:00+00:00,,,53.784164,-1.064529,Male,10-17,,White,,,,,
Person search,2023-03-27T02:03:00+00:00,,,53.784164,-1.064529,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-27T03:03:00+00:00,,,54.485270,-0.614570,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-27T03:03:00+00:00,,,54.485270,-0.614570,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2023-03-27T13:03:00+00:00,,,53.952212,-1.080171,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-03-27T22:03:00+00:00,,,54.275248,-0.409549,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-28T02:03:00+00:00,,,53.954439,-1.077608,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-03-28T05:03:00+00:00,,,53.956741,-1.071873,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-03-28T15:03:00+00:00,,,53.885374,-1.259277,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-03-28T15:03:00+00:00,,,53.957896,-2.017002,Male,25-34,,White,,,,,
