Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2023-07-03T18:00:00+00:00,,,51.767170,-3.240959,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-03T18:00:00+00:00,,,51.583150,-2.963976,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-04T01:00:00+00:00,,,51.675442,-3.020067,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-04T01:00:00+00:00,,,51.675442,-3.020067,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-07-04T01:00:00+00:00,,,51.675442,-3.020067,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-04T09:00:00+00:00,,,51.593102,-2.984802,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-04T14:00:00+00:00,,,51.578969,-2.989822,Male,over 34,Asian/Asian British - Bangladeshi,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-07-04T16:00:00+00:00,,,51.767012,-3.247331,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-04T23:00:00+00:00,,,51.658497,-3.026828,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-05T00:00:00+00:00,,,51.799243,-3.228889,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-07-05T00:00:00+00:00,,,51.799243,-3.228889,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-05T05:00:00+00:00,,,51.563685,-3.017030,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),,,,
Person search,2023-07-05T05:00:00+00:00,,,51.563685,-3.017030,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),,,,
Person search,2023-07-05T05:00:00+00:00,,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-05T05:00:00+00:00,,,51.563685,-3.017030,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),,,,
Person search,2023-07-05T06:00:00+00:00,,,51.563685,-3.017030,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-07-05T11:00:00+00:00,,,51.591144,-2.982291,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-07-05T14:00:00+00:00,,,51.578035,-2.993943,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-05T14:00:00+00:00,,,51.578035,-2.993943,Female,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-05T14:00:00+00:00,,,51.578035,-2.993943,Female,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-05T16:00:00+00:00,,,51.602745,-2.919934,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-05T17:00:00+00:00,,,51.806110,-2.726569,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-07-05T18:00:00+00:00,,,51.604144,-3.232191,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-07-05T18:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-07-06T02:00:00+00:00,,,51.599341,-2.974065,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,
Vehicle search,2023-07-06T02:00:00+00:00,,,51.599341,-2.974065,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-06T20:00:00+00:00,,,51.634182,-2.676310,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-07T00:00:00+00:00,,,51.637473,-3.020848,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-07T00:00:00+00:00,,,51.637473,-3.020848,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-07T01:00:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-07T01:00:00+00:00,,,51.651323,-3.021638,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-07T07:00:00+00:00,,,51.794658,-3.204520,Female,18-24,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-07T15:00:00+00:00,,,51.581345,-2.991778,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-07T17:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,,,A no further action disposal,,
Person search,2023-07-07T21:00:00+00:00,,,51.651323,-3.021638,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-07T23:00:00+00:00,,,51.709300,-3.051121,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-08T11:00:00+00:00,,,51.579361,-2.995603,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-07-08T21:00:00+00:00,,,51.675967,-3.128779,Male,18-24,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-08T22:00:00+00:00,,,51.765901,-3.248735,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-07-08T23:00:00+00:00,,,,,Male,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-07-09T02:00:00+00:00,,,51.575092,-3.231304,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-07-09T02:00:00+00:00,,,51.575092,-3.231304,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-07-09T02:00:00+00:00,,,51.575092,-3.231304,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-09T14:00:00+00:00,,,51.655412,-3.021714,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-07-09T14:00:00+00:00,,,51.655412,-3.021714,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-07-09T14:00:00+00:00,,,51.655412,-3.021714,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Vehicle search,2023-07-09T15:00:00+00:00,,,51.603248,-2.971362,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-09T15:00:00+00:00,,,51.603248,-2.971362,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-09T16:00:00+00:00,,,51.582325,-2.972388,Male,over 34,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-07-09T17:00:00+00:00,,,51.637524,-3.243037,Male,10-17,Other ethnic group - Not stated,,Firearms Act 1968 (section 47),Offensive weapons,,,
Person search,2023-07-09T17:00:00+00:00,,,51.637524,-3.243037,Male,10-17,Other ethnic group - Not stated,,Firearms Act 1968 (section 47),Offensive weapons,,,
Person search,2023-07-09T17:00:00+00:00,,,51.637524,-3.243037,Male,10-17,Other ethnic group - Not stated,,Firearms Act 1968 (section 47),Offensive weapons,,,
Person search,2023-07-09T18:00:00+00:00,,,51.575433,-3.218513,Male,under 10,Asian/Asian British - Pakistani,,Firearms Act 1968 (section 47),,,,
Person search,2023-07-09T18:00:00+00:00,,,51.575758,-3.216602,Male,10-17,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Firearms,,,
Person search,2023-07-09T22:00:00+00:00,,,51.651323,-3.021638,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-10T01:00:00+00:00,,,51.590799,-2.992316,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-10T20:00:00+00:00,,,51.799594,-3.228000,Male,,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Vehicle search,2023-07-11T10:00:00+00:00,,,51.651364,-3.003164,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-11T10:00:00+00:00,,,51.651364,-3.003164,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-11T13:00:00+00:00,,,51.591488,-2.990628,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-11T19:00:00+00:00,,,51.602426,-2.920519,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-12T01:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-12T02:00:00+00:00,,,51.766859,-3.238067,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-12T02:00:00+00:00,,,51.766859,-3.238067,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-12T14:00:00+00:00,,,51.772183,-3.243865,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-12T14:00:00+00:00,,,51.772183,-3.243865,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-12T14:00:00+00:00,,,51.772183,-3.243865,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-13T10:00:00+00:00,,,51.772183,-3.243865,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-13T10:00:00+00:00,,,51.772183,-3.243865,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-13T20:00:00+00:00,,,51.640336,-2.677153,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-13T22:00:00+00:00,,,51.588444,-2.836420,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-07-13T22:00:00+00:00,,,51.588444,-2.836420,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-13T23:00:00+00:00,,,51.591144,-2.982291,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-07-14T02:00:00+00:00,,,51.795680,-3.175545,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-07-14T02:00:00+00:00,,,51.795680,-3.175545,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-07-14T14:00:00+00:00,,,51.584873,-3.209080,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-14T16:00:00+00:00,,,51.792292,-3.182489,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-14T18:00:00+00:00,,,51.766680,-3.159517,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-14T23:00:00+00:00,,,51.610776,-2.718911,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-15T00:00:00+00:00,,,51.588937,-2.760080,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-15T00:00:00+00:00,,,51.589346,-2.996225,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-15T01:00:00+00:00,,,51.642273,-2.676561,Male,25-34,Asian/Asian British - Indian,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-15T02:00:00+00:00,,,51.591144,-2.982291,Male,25-34,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-15T04:00:00+00:00,,,51.591144,-2.982291,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-15T14:00:00+00:00,,,51.823768,-3.014448,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-15T16:00:00+00:00,,,51.587830,-2.995745,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-15T20:00:00+00:00,,,51.772183,-3.243865,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-07-15T21:00:00+00:00,,,51.636517,-3.234571,Male,over 34,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-16T02:00:00+00:00,,,51.640243,-3.013555,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-07-16T02:00:00+00:00,,,51.640243,-3.013555,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-16T02:00:00+00:00,,,51.640243,-3.013555,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-07-16T02:00:00+00:00,,,51.640243,-3.013555,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-07-16T03:00:00+00:00,,,51.591144,-2.982291,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-16T03:00:00+00:00,,,51.609892,-2.955069,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-16T07:00:00+00:00,,,51.669681,-3.242833,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-16T10:00:00+00:00,,,51.682839,-3.007953,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Vehicle search,2023-07-16T10:00:00+00:00,,,51.682839,-3.007953,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-07-16T12:00:00+00:00,,,51.684494,-3.134951,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-07-16T12:00:00+00:00,,,51.655255,-3.021161,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-16T13:00:00+00:00,,,51.655255,-3.021161,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-16T13:00:00+00:00,,,51.765366,-3.155035,Male,25-34,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-16T19:00:00+00:00,,,51.647442,-3.134748,Male,over 34,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Vehicle search,2023-07-17T09:00:00+00:00,,,51.617852,-3.107288,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-07-17T17:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-07-17T17:00:00+00:00,,,51.573902,-3.224706,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-18T02:00:00+00:00,,,51.591273,-2.757535,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-18T02:00:00+00:00,,,51.591273,-2.757535,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-18T10:00:00+00:00,,,51.598008,-2.997887,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-07-18T11:00:00+00:00,,,51.570612,-2.989308,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-07-18T12:00:00+00:00,,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-18T12:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-07-18T12:00:00+00:00,,,51.724429,-3.058523,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-07-18T12:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-18T16:00:00+00:00,,,,,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-07-18T18:00:00+00:00,,,51.827800,-3.018167,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-07-18T22:00:00+00:00,,,51.602426,-2.920519,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-18T23:00:00+00:00,,,51.602426,-2.920519,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-19T02:00:00+00:00,,,51.640336,-2.677153,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-07-19T12:00:00+00:00,,,51.651364,-3.003164,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-07-19T19:00:00+00:00,,,51.761868,-3.286660,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-07-19T22:00:00+00:00,,,51.636517,-3.234571,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Vehicle search,2023-07-19T22:00:00+00:00,,,51.636517,-3.234571,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
