Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2023-04-09T19:04:00+00:00,,,54.488573,-0.632035,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2023-04-09T19:04:00+00:00,,,53.795585,-1.236721,Male,over 34,,White,,,,,
Vehicle search,2023-04-09T19:04:00+00:00,,,53.795585,-1.236721,,over 34,,,,,,,
Person search,2023-04-09T21:04:00+00:00,,,54.487374,-0.615186,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2023-04-09T22:04:00+00:00,,,53.721996,-1.267999,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-04-09T22:04:00+00:00,,,54.243506,-0.412612,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-04-10T00:04:00+00:00,,,54.311808,-1.569121,Male,18-24,,Black,,Controlled drugs,,False,
Person search,2023-04-10T11:04:00+00:00,,,53.960586,-1.118212,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,
Person and Vehicle search,2023-04-10T16:04:00+00:00,,,53.922228,-1.077481,Female,25-34,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-04-10T16:04:00+00:00,,,53.921607,-1.078880,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-04-10T20:04:00+00:00,,,53.979806,-1.085007,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-10T23:04:00+00:00,,,53.969228,-1.092206,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-11T03:04:00+00:00,,,54.379636,-1.722460,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-11T12:04:00+00:00,,,54.239681,-0.399393,Male,over 34,,White,,,,,
Person and Vehicle search,2023-04-11T15:04:00+00:00,,,54.249797,-1.348825,Male,25-34,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-11T15:04:00+00:00,,,53.954421,-1.063649,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-04-11T15:04:00+00:00,,,54.249797,-1.348825,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-11T15:04:00+00:00,,,53.954421,-1.063649,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2023-04-11T15:04:00+00:00,,,53.954421,-1.063649,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-11T18:04:00+00:00,,,54.124992,-0.867633,Male,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-04-11T18:04:00+00:00,,,54.124992,-0.867633,Female,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-12T13:04:00+00:00,,,53.903444,-1.195538,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,
Person and Vehicle search,2023-04-12T14:04:00+00:00,,,53.952733,-1.088374,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-12T15:04:00+00:00,,,54.345084,-1.438864,Female,18-24,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-04-12T15:04:00+00:00,,,54.345084,-1.438864,Male,25-34,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-12T16:04:00+00:00,,,53.989037,-1.044167,Female,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person search,2023-04-12T16:04:00+00:00,,,54.276732,-0.408954,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-04-12T16:04:00+00:00,,,53.989037,-1.044167,Female,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-12T22:04:00+00:00,,,53.989904,-1.107085,Female,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-04-12T22:04:00+00:00,,,53.998900,-1.532724,Male,18-24,,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-13T01:04:00+00:00,,,53.965454,-1.074713,Male,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-13T08:04:00+00:00,,,54.171435,-1.391814,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-04-13T11:04:00+00:00,,,53.885374,-1.259277,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-04-13T22:04:00+00:00,,,53.959314,-1.008401,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-13T23:04:00+00:00,,,53.997043,-1.504570,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-14T01:04:00+00:00,,,53.971999,-1.142739,Male,25-34,,White,,,,,
Person search,2023-04-14T03:04:00+00:00,,,53.958549,-2.032532,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-14T04:04:00+00:00,,,54.001118,-1.553508,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-14T15:04:00+00:00,,,54.280540,-0.405966,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-04-14T15:04:00+00:00,,,54.280540,-0.405966,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2023-04-14T21:04:00+00:00,,,,,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2023-04-15T00:04:00+00:00,,,53.852759,-1.349605,Male,25-34,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-04-15T02:04:00+00:00,,,54.339725,-1.432554,,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-15T02:04:00+00:00,,,54.339725,-1.432554,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-15T02:04:00+00:00,,,54.339725,-1.432554,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-04-15T03:04:00+00:00,,,54.339725,-1.432554,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-15T05:04:00+00:00,,,54.489632,-0.617703,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
Person search,2023-04-15T05:04:00+00:00,,,54.489632,-0.617703,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
Person search,2023-04-15T14:04:00+00:00,,,53.785190,-1.066904,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-15T19:04:00+00:00,,,54.337981,-1.434285,Male,over 34,,White,,,,,
Person search,2023-04-15T22:04:00+00:00,,,54.243314,-0.404255,Male,over 34,,White,,,,,
Person search,2023-04-16T03:04:00+00:00,,,54.281440,-0.399265,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-16T03:04:00+00:00,,,54.466401,-1.663941,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-16T08:04:00+00:00,,,53.993807,-1.517573,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-16T12:04:00+00:00,,,54.345084,-1.438864,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-16T12:04:00+00:00,,,54.345084,-1.438864,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-16T21:04:00+00:00,,,54.279816,-0.398805,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,
Person search,2023-04-16T21:04:00+00:00,,,54.282107,-0.398762,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-17T00:04:00+00:00,,,53.972975,-1.081468,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-17T16:04:00+00:00,,,54.004822,-1.537174,Female,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-18T11:04:00+00:00,,,53.994364,-1.542811,Male,over 34,,White,,,,,
Person search,2023-04-18T13:04:00+00:00,,,53.995948,-1.518098,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-18T14:04:00+00:00,,,53.995948,-1.518098,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-18T16:04:00+00:00,,,53.966263,-1.084100,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2023-04-18T20:04:00+00:00,,,53.813302,-1.344930,Male,18-24,,,,Controlled drugs,,False,
Person search,2023-04-19T20:04:00+00:00,,,53.966263,-1.084100,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,
Person search,2023-04-19T20:04:00+00:00,,,53.966263,-1.084100,Male,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,
Person search,2023-04-20T00:04:00+00:00,,,,,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2023-04-20T01:04:00+00:00,,,53.992781,-1.512781,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-04-20T04:04:00+00:00,,,53.956754,-1.081702,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-20T08:04:00+00:00,,,53.943681,-1.075316,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-20T11:04:00+00:00,,,54.279216,-0.440072,Male,10-17,,White,,,,,
Person search,2023-04-20T13:04:00+00:00,,,53.958528,-1.083246,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-04-20T13:04:00+00:00,,,53.958528,-1.083246,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-04-20T13:04:00+00:00,,,53.958064,-1.081430,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2023-04-20T13:04:00+00:00,,,53.958064,-1.081430,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),,Arrest,True,
Person search,2023-04-20T16:04:00+00:00,,,53.956836,-1.079597,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-04-21T00:04:00+00:00,,,54.083458,-1.395852,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-04-21T19:04:00+00:00,,,54.133957,-0.790418,Male,25-34,,White,,,,,
Person and Vehicle search,2023-04-22T04:04:00+00:00,,,54.005910,-1.455173,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-22T06:04:00+00:00,,,54.243314,-0.404255,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-04-22T07:04:00+00:00,,,53.959662,-1.081996,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,
Person search,2023-04-22T07:04:00+00:00,,,53.959662,-1.081996,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,
Person search,2023-04-22T12:04:00+00:00,,,54.277667,-0.409609,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-22T12:04:00+00:00,,,54.280857,-0.404802,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-22T12:04:00+00:00,,,,,Male,25-34,White - Any other White background,White,,,,,
Person and Vehicle search,2023-04-22T17:04:00+00:00,,,53.766445,-1.066440,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-23T02:04:00+00:00,,,53.948845,-2.016221,Male,10-17,,White,,,,,
Person search,2023-04-23T02:04:00+00:00,,,53.948845,-2.016221,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-23T06:04:00+00:00,,,54.483932,-1.122428,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-04-23T11:04:00+00:00,,,53.902243,-1.381316,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-23T11:04:00+00:00,,,53.902243,-1.381316,Male,18-24,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-23T11:04:00+00:00,,,54.280857,-0.404802,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-23T11:04:00+00:00,,,54.280857,-0.404802,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-24T10:04:00+00:00,,,53.958346,-1.080242,Male,over 34,,White,,,,,
Person search,2023-04-24T10:04:00+00:00,,,53.958346,-1.080242,Male,25-34,,White,,,,,
Person search,2023-04-24T15:04:00+00:00,,,53.957006,-1.072492,Female,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-24T18:04:00+00:00,,,53.963668,-1.107142,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-04-24T19:04:00+00:00,,,54.241304,-0.783628,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-25T02:04:00+00:00,,,53.922228,-1.077481,,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2023-04-25T04:04:00+00:00,,,53.950625,-1.084199,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-04-25T07:04:00+00:00,,,54.079632,-1.401914,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,
Person and Vehicle search,2023-04-25T14:04:00+00:00,,,54.199532,-0.430855,Male,over 34,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-25T15:04:00+00:00,,,54.281982,-0.402884,Female,over 34,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,True,
Person search,2023-04-25T17:04:00+00:00,,,54.199532,-0.430855,Female,over 34,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-26T02:04:00+00:00,,,53.959055,-1.087626,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,True,
Person search,2023-04-26T02:04:00+00:00,,,53.959053,-1.079183,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-26T11:04:00+00:00,,,54.337709,-1.431782,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-04-26T19:04:00+00:00,,,53.886267,-1.253936,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-04-26T21:04:00+00:00,,,54.223856,-1.336595,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-26T22:04:00+00:00,,,54.188662,-0.280576,Male,25-34,,White,,,,,
Person search,2023-04-27T00:04:00+00:00,,,54.551755,-1.214805,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-04-28T14:04:00+00:00,,,53.782908,-1.063631,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-04-28T16:04:00+00:00,,,54.278136,-1.367729,Male,over 34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,
Person and Vehicle search,2023-04-28T16:04:00+00:00,,,54.278136,-1.367729,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,
Person and Vehicle search,2023-04-28T16:04:00+00:00,,,54.278136,-1.367729,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,
Person search,2023-04-28T18:04:00+00:00,,,53.959055,-1.087626,Female,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,
Person search,2023-04-29T15:04:00+00:00,,,53.950598,-2.018279,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,False,
Person search,2023-04-30T07:04:00+00:00,,,54.387469,-1.698501,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person and Vehicle search,2023-04-30T17:04:00+00:00,,,53.967622,-1.555122,Male,over 34,,White,,Offensive weapons,,False,
Person search,2023-04-30T19:04:00+00:00,,,54.304865,-1.559216,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,
Person search,2023-04-30T21:04:00+00:00,,,54.304865,-1.559216,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-30T21:04:00+00:00,,,54.304865,-1.559216,Female,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-04-30T21:04:00+00:00,,,54.304865,-1.559216,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
