Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2023-08-05T01:08:00+00:00,,,53.958196,-2.039969,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-05T04:08:00+00:00,,,54.485270,-0.614570,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-05T09:08:00+00:00,,,53.993722,-1.544283,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-05T15:08:00+00:00,,,53.956836,-1.079597,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,
Person search,2023-08-05T15:08:00+00:00,,,53.956836,-1.079597,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-08-06T01:08:00+00:00,,,54.283161,-0.397566,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2023-08-06T15:08:00+00:00,,,54.401252,-1.313695,Male,25-34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-07T04:08:00+00:00,,,54.281707,-0.434707,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-07T07:08:00+00:00,,,54.277239,-0.416691,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-08-07T07:08:00+00:00,,,54.277239,-0.416691,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-08-07T15:08:00+00:00,,,54.336417,-1.424817,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-07T15:08:00+00:00,,,54.336417,-1.424817,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-08T02:08:00+00:00,,,54.360071,-1.425797,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-08-08T06:08:00+00:00,,,53.782908,-1.063631,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-09T06:08:00+00:00,,,54.000439,-1.535742,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-09T13:08:00+00:00,,,54.332961,-1.440982,,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2023-08-09T13:08:00+00:00,,,54.332961,-1.440982,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2023-08-09T21:08:00+00:00,,,54.377863,-1.729246,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-10T01:08:00+00:00,,,54.199708,-0.386466,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-08-10T01:08:00+00:00,,,53.861162,-1.920550,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-08-10T01:08:00+00:00,,,53.994368,-1.539364,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-10T14:08:00+00:00,,,53.882144,-1.234309,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-10T14:08:00+00:00,,,53.884697,-1.252975,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-11T14:08:00+00:00,,,53.992938,-1.546213,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-11T16:08:00+00:00,,,53.777052,-1.249576,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-11T16:08:00+00:00,,,53.777052,-1.249576,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-11T19:08:00+00:00,,,53.882700,-1.265820,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-12T00:08:00+00:00,,,53.991365,-1.541258,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-12T01:08:00+00:00,,,53.991365,-1.541258,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-12T01:08:00+00:00,,,53.963628,-1.066385,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-08-12T21:08:00+00:00,,,53.953663,-1.076771,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-13T07:08:00+00:00,,,53.959559,-1.075956,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-13T08:08:00+00:00,,,54.344892,-1.441882,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-08-13T08:08:00+00:00,,,54.344892,-1.441882,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-08-14T13:08:00+00:00,,,53.985984,-1.539731,,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-08-14T13:08:00+00:00,,,53.985984,-1.539731,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-08-15T01:08:00+00:00,,,54.401252,-1.313695,,25-34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-15T05:08:00+00:00,,,54.188662,-0.280576,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-15T06:08:00+00:00,,,54.374667,-1.724000,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-15T14:08:00+00:00,,,53.902243,-1.381316,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-16T01:08:00+00:00,,,54.284363,-1.592800,Female,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-08-16T01:08:00+00:00,,,53.796070,-1.141469,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-16T10:08:00+00:00,,,53.994364,-1.542811,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-08-16T14:08:00+00:00,,,53.956836,-1.079597,Male,18-24,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-08-16T14:08:00+00:00,,,54.332451,-1.427964,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-16T14:08:00+00:00,,,54.332451,-1.427964,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-16T14:08:00+00:00,,,54.332451,-1.427964,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
Person and Vehicle search,2023-08-16T14:08:00+00:00,,,54.332451,-1.427964,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-17T11:08:00+00:00,,,,,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-17T11:08:00+00:00,,,53.978706,-1.521743,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-17T11:08:00+00:00,,,,,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-17T11:08:00+00:00,,,53.985608,-1.497508,Male,25-34,,White,,Firearms,,False,
Person and Vehicle search,2023-08-17T11:08:00+00:00,,,53.985608,-1.497508,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-17T11:08:00+00:00,,,53.978706,-1.521743,Male,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-17T14:08:00+00:00,,,53.898015,-1.962695,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-08-18T11:08:00+00:00,,,53.959053,-1.079183,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Vehicle search,2023-08-18T13:08:00+00:00,,,,,,over 34,,,,,,,
Person search,2023-08-18T15:08:00+00:00,,,53.998900,-1.532724,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-18T20:08:00+00:00,,,54.132383,-1.518751,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-19T01:08:00+00:00,,,54.379636,-1.722460,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-08-19T23:08:00+00:00,,,54.406579,-1.730428,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),,,False,
Person search,2023-08-20T01:08:00+00:00,,,53.992904,-1.541973,Male,18-24,,Black,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,False,
Person search,2023-08-20T04:08:00+00:00,,,54.264747,-0.416157,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-08-20T04:08:00+00:00,,,54.345084,-1.438864,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-20T15:08:00+00:00,,,54.376398,-1.721235,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-08-20T16:08:00+00:00,,,54.345084,-1.438864,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-20T16:08:00+00:00,,,54.376790,-1.723757,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-20T21:08:00+00:00,,,53.974162,-1.084994,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-21T04:08:00+00:00,,,53.954108,-1.095521,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-21T06:08:00+00:00,,,54.188662,-0.280576,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-21T17:08:00+00:00,,,53.800799,-1.364863,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-21T18:08:00+00:00,,,53.886450,-1.275080,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-22T17:08:00+00:00,,,,,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-08-22T19:08:00+00:00,,,54.136351,-1.535939,Male,25-34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-22T19:08:00+00:00,,,54.140298,-1.550574,Female,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-22T22:08:00+00:00,,,54.341027,-1.419485,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-22T22:08:00+00:00,,,54.341027,-1.419485,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-22T22:08:00+00:00,,,54.341027,-1.419485,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-22T22:08:00+00:00,,,54.341027,-1.419485,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-23T05:08:00+00:00,,,53.967625,-1.082393,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-08-24T09:08:00+00:00,,,53.958791,-1.089552,Male,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-08-24T09:08:00+00:00,,,53.958791,-1.089552,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person search,2023-08-24T09:08:00+00:00,,,53.958791,-1.089552,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person search,2023-08-24T09:08:00+00:00,,,53.958791,-1.089552,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person search,2023-08-24T09:08:00+00:00,,,53.958791,-1.089552,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-08-24T22:08:00+00:00,,,53.957862,-1.082339,Male,25-34,,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-25T20:08:00+00:00,,,54.344892,-1.441882,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-08-25T20:08:00+00:00,,,53.961457,-1.503620,Male,over 34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-08-26T00:08:00+00:00,,,53.961140,-1.081758,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-08-26T02:08:00+00:00,,,,,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-08-26T02:08:00+00:00,,,,,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-08-26T13:08:00+00:00,,,53.944244,-1.090158,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-26T15:08:00+00:00,,,53.994364,-1.542811,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-26T18:08:00+00:00,,,53.957280,-1.082376,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-26T19:08:00+00:00,,,53.880605,-1.356551,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-08-26T22:08:00+00:00,,,53.917434,-2.006145,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-08-27T11:08:00+00:00,,,,,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-08-27T18:08:00+00:00,,,54.275052,-0.436480,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-08-27T18:08:00+00:00,,,54.275052,-0.436480,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-08-27T18:08:00+00:00,,,54.275052,-0.436480,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-08-27T23:08:00+00:00,,,54.247226,-0.778205,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-08-28T02:08:00+00:00,,,53.952628,-1.069998,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-29T16:08:00+00:00,,,53.769914,-1.062904,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-08-29T17:08:00+00:00,,,54.334704,-1.444619,Female,18-24,,,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2023-08-31T20:08:00+00:00,,,54.286581,-0.399926,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
