Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Vehicle search,2023-03-03T00:00:00+00:00,,,51.581920,-2.993898,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-03T00:00:00+00:00,,,51.581920,-2.993898,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-03T01:00:00+00:00,,,51.592138,-3.199457,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-03T01:00:00+00:00,,,51.592138,-3.199457,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-03T03:00:00+00:00,,,51.580123,-2.991607,Male,over 34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-03T19:00:00+00:00,,,51.732093,-3.134304,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-03T21:00:00+00:00,,,51.573267,-3.220071,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-03-03T22:00:00+00:00,,,51.689189,-3.229523,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-03T23:00:00+00:00,,,51.669165,-3.220015,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-03T23:00:00+00:00,,,51.667015,-3.219166,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-04T01:00:00+00:00,,,51.571864,-3.218432,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-04T04:00:00+00:00,,,51.581095,-2.958016,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-04T07:00:00+00:00,,,51.585937,-3.051995,Male,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-04T14:00:00+00:00,,,51.581345,-2.991778,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-04T15:00:00+00:00,,,51.581345,-2.991778,Male,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-04T18:00:00+00:00,,,51.670217,-3.238047,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-04T18:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-04T23:00:00+00:00,,,51.797244,-3.229226,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-05T03:00:00+00:00,,,51.759277,-3.285167,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-05T13:00:00+00:00,,,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,,,,,
Person search,2023-03-05T15:00:00+00:00,,,51.676706,-3.028701,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-05T22:00:00+00:00,,,51.655255,-3.021161,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-03-05T23:00:00+00:00,,,51.839522,-3.002770,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-05T23:00:00+00:00,,,51.839522,-3.002770,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-06T06:00:00+00:00,,,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,,,,,
Person search,2023-03-06T06:00:00+00:00,,,51.591144,-2.982291,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),,,,
Person search,2023-03-06T06:00:00+00:00,,,,,,over 34,,,,,,,
Person search,2023-03-06T19:00:00+00:00,,,51.652946,-3.027226,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-03-06T20:00:00+00:00,,,,,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-03-06T20:00:00+00:00,,,51.653062,-3.027327,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-03-07T06:00:00+00:00,,,51.572712,-3.204183,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-07T06:00:00+00:00,,,51.572712,-3.204183,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-07T16:00:00+00:00,,,51.579348,-2.990753,Male,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-07T17:00:00+00:00,,,51.566189,-3.012325,Male,10-17,Mixed/Multiple ethnic groups - White and Asian,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-07T20:00:00+00:00,,,51.714696,-3.002582,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-08T23:00:00+00:00,,,51.580317,-2.985680,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-09T12:00:00+00:00,,,51.580317,-2.985680,Female,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-09T12:00:00+00:00,,,51.580317,-2.985680,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-09T12:00:00+00:00,,,51.580317,-2.985680,Female,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-09T12:00:00+00:00,,,51.737813,-3.180690,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-03-09T13:00:00+00:00,,,51.580317,-2.985680,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-09T19:00:00+00:00,,,51.558097,-3.033884,Male,over 34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-10T00:00:00+00:00,,,51.578969,-2.989822,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-03-10T13:00:00+00:00,,,51.610044,-3.085436,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-10T14:00:00+00:00,,,51.581345,-2.991778,Male,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-10T20:00:00+00:00,,,51.709300,-3.051121,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-10T20:00:00+00:00,,,51.689189,-3.229523,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-10T20:00:00+00:00,,,51.709300,-3.051121,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-10T20:00:00+00:00,,,51.709300,-3.051121,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-11T03:00:00+00:00,,,51.588847,-2.995594,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-03-11T04:00:00+00:00,,,51.610044,-3.085436,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-03-11T11:00:00+00:00,,,51.578071,-2.988619,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-11T23:00:00+00:00,,,51.783400,-3.258656,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-03-12T01:00:00+00:00,,,51.591488,-2.990628,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-12T01:00:00+00:00,,,51.602426,-2.920519,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-12T17:00:00+00:00,,,51.583199,-2.987214,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-13T03:00:00+00:00,,,51.783583,-3.219113,Male,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-03-14T00:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-14T00:00:00+00:00,,,51.710912,-3.146902,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-14T03:00:00+00:00,,,51.650589,-3.043619,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-14T14:00:00+00:00,,,51.646356,-3.029141,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-14T14:00:00+00:00,,,51.646356,-3.029141,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-15T01:00:00+00:00,,,51.702440,-3.141652,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-15T03:00:00+00:00,,,,,Male,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-15T04:00:00+00:00,,,51.651364,-3.003164,Male,18-24,Mixed/Multiple ethnic groups - White and Asian,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-15T04:00:00+00:00,,,51.651364,-3.003164,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-15T04:00:00+00:00,,,51.651364,-3.003164,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-15T12:00:00+00:00,,,51.570612,-2.989308,Male,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-16T00:00:00+00:00,,,51.799731,-3.182191,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-03-16T10:00:00+00:00,,,51.736625,-3.131420,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-16T15:00:00+00:00,,,51.580979,-2.993517,Male,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-16T16:00:00+00:00,,,51.640424,-2.677501,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-16T16:00:00+00:00,,,51.626941,-2.699837,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-17T13:00:00+00:00,,,51.614555,-2.994349,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-17T13:00:00+00:00,,,51.614555,-2.994349,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-17T14:00:00+00:00,,,51.817357,-3.009212,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-17T14:00:00+00:00,,,51.817357,-3.009212,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-17T18:00:00+00:00,,,51.760225,-3.285643,Male,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-17T21:00:00+00:00,,,51.753185,-3.156680,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-17T21:00:00+00:00,,,51.753185,-3.156680,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-17T22:00:00+00:00,,,51.777943,-3.207988,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-03-17T23:00:00+00:00,,,51.694840,-3.223961,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-18T04:00:00+00:00,,,52.429265,-1.494027,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-18T10:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-18T10:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-18T17:00:00+00:00,,,51.615703,-3.143697,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-18T21:00:00+00:00,,,51.672807,-3.267518,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Vehicle search,2023-03-18T21:00:00+00:00,,,51.672807,-3.267518,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-03-19T01:00:00+00:00,,,51.640336,-2.677153,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-03-19T19:00:00+00:00,,,51.714696,-3.002582,Male,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,
Vehicle search,2023-03-19T19:00:00+00:00,,,51.714696,-3.002582,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-19T23:00:00+00:00,,,51.585605,-2.759476,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-19T23:00:00+00:00,,,51.585605,-2.759476,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-19T23:00:00+00:00,,,51.585605,-2.759476,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-19T23:00:00+00:00,,,51.656187,-3.287597,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-20T00:00:00+00:00,,,51.575053,-2.985104,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-03-20T03:00:00+00:00,,,51.696142,-3.218946,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-20T03:00:00+00:00,,,51.696142,-3.218946,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-20T11:00:00+00:00,,,51.772105,-3.246138,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-20T11:00:00+00:00,,,51.772105,-3.246138,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-20T11:00:00+00:00,,,51.772105,-3.246138,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-20T11:00:00+00:00,,,51.772105,-3.246138,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-20T12:00:00+00:00,,,51.758081,-3.287639,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,
Person search,2023-03-20T12:00:00+00:00,,,51.758081,-3.287639,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,
Vehicle search,2023-03-20T12:00:00+00:00,,,51.758081,-3.287639,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-20T15:00:00+00:00,,,51.597610,-2.932592,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-03-20T20:00:00+00:00,,,51.601250,-3.231261,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-03-20T20:00:00+00:00,,,51.592138,-3.199457,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-03-20T23:00:00+00:00,,,51.582863,-3.002463,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Vehicle search,2023-03-21T00:00:00+00:00,,,51.592679,-3.235706,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-21T02:00:00+00:00,,,51.591144,-2.982291,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-03-21T03:00:00+00:00,,,51.670152,-3.229701,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-21T03:00:00+00:00,,,51.651364,-3.003164,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-03-21T03:00:00+00:00,,,51.669681,-3.242833,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-03-21T03:00:00+00:00,,,51.670152,-3.229701,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-21T03:00:00+00:00,,,51.591144,-2.982291,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-21T18:00:00+00:00,,,51.654676,-3.183399,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-22T13:00:00+00:00,,,51.603904,-3.231997,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-03-22T18:00:00+00:00,,,51.583794,-3.048207,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-03-23T03:00:00+00:00,,,51.580979,-2.993517,Female,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-23T03:00:00+00:00,,,51.580979,-2.993517,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-23T03:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-03-23T04:00:00+00:00,,,51.651364,-3.003164,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-23T05:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-23T05:00:00+00:00,,,,,Female,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-03-23T13:00:00+00:00,,,,,Male,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,,,
Vehicle search,2023-03-23T13:00:00+00:00,,,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-03-23T13:00:00+00:00,,,51.593188,-3.191732,Male,25-34,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-23T13:00:00+00:00,,,51.580458,-2.961163,Male,25-34,,,Firearms Act 1968 (section 47),Stolen goods,A no further action disposal,,
Person search,2023-03-23T14:00:00+00:00,,,51.576460,-2.945234,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-23T15:00:00+00:00,,,51.799992,-3.174110,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-03-23T15:00:00+00:00,,,51.578014,-2.944325,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-03-23T16:00:00+00:00,,,51.586800,-2.960734,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,,,
