Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2023-04-05T04:00:00+00:00,,,51.591144,-2.982291,Female,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-05T13:00:00+00:00,,,51.681752,-3.216621,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-05T13:00:00+00:00,,,51.681752,-3.216621,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-04-05T13:00:00+00:00,,,51.681752,-3.216621,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-04-05T20:00:00+00:00,,,51.791017,-2.734707,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-05T20:00:00+00:00,,,51.791017,-2.734707,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-05T21:00:00+00:00,,,51.662291,-3.018630,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-05T21:00:00+00:00,,,51.588299,-2.993431,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-04-06T00:00:00+00:00,,,51.660368,-3.014351,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T00:00:00+00:00,,,51.661668,-3.024066,Male,over 34,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-06T00:00:00+00:00,,,51.651323,-3.021638,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T00:00:00+00:00,,,51.661668,-3.024066,Male,25-34,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T00:00:00+00:00,,,51.660368,-3.014351,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T00:00:00+00:00,,,51.661668,-3.024066,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T00:00:00+00:00,,,51.660368,-3.014351,Male,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T01:00:00+00:00,,,51.659318,-3.014110,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T01:00:00+00:00,,,,,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T02:00:00+00:00,,,,,Female,18-24,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T07:00:00+00:00,,,51.578969,-2.989822,Male,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T08:00:00+00:00,,,51.580317,-2.985680,Male,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T08:00:00+00:00,,,51.788341,-3.249848,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T08:00:00+00:00,,,51.788341,-3.249848,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T11:00:00+00:00,,,51.636517,-3.234571,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T13:00:00+00:00,,,51.576415,-2.989881,Male,10-17,Asian/Asian British - Pakistani,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T13:00:00+00:00,,,51.580317,-2.985680,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T15:00:00+00:00,,,51.580317,-2.985680,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-06T22:00:00+00:00,,,51.639788,-2.675613,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-06T23:00:00+00:00,,,51.589346,-2.996225,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-06T23:00:00+00:00,,,51.589346,-2.996225,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T05:00:00+00:00,,,51.580979,-2.993517,Female,18-24,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-07T05:00:00+00:00,,,51.580979,-2.993517,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-07T15:00:00+00:00,,,51.569241,-3.015033,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T15:00:00+00:00,,,51.579312,-3.003496,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T15:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T15:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T15:00:00+00:00,,,51.581345,-2.991778,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T17:00:00+00:00,,,51.580877,-2.990700,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T18:00:00+00:00,,,51.580317,-2.985680,Male,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T18:00:00+00:00,,,51.578340,-2.996158,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-07T22:00:00+00:00,,,51.589047,-2.998600,Female,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-08T14:00:00+00:00,,,51.589404,-2.991405,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-08T17:00:00+00:00,,,51.578969,-2.989822,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-08T17:00:00+00:00,,,51.570150,-3.011778,Male,10-17,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-08T18:00:00+00:00,,,51.580221,-2.990729,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-08T20:00:00+00:00,,,51.691376,-3.230233,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-08T20:00:00+00:00,,,51.580979,-2.993517,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-08T22:00:00+00:00,,,51.580317,-2.985680,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-08T23:00:00+00:00,,,51.778153,-3.164044,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-04-09T00:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-09T00:00:00+00:00,,,,,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-09T01:00:00+00:00,,,51.648684,-3.001125,Female,over 34,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-09T03:00:00+00:00,,,51.580979,-2.993517,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-09T11:00:00+00:00,,,51.768580,-3.157435,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-04-09T13:00:00+00:00,,,51.743686,-3.256002,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-09T14:00:00+00:00,,,51.602426,-2.920519,Male,25-34,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-09T14:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-09T19:00:00+00:00,,,51.665028,-3.004594,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-09T20:00:00+00:00,,,51.579122,-2.949561,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-09T21:00:00+00:00,,,51.691775,-3.230750,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-09T21:00:00+00:00,,,51.567341,-3.005959,Male,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-09T22:00:00+00:00,,,51.614735,-2.970871,Female,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-10T13:00:00+00:00,,,51.828716,-3.008856,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-10T16:00:00+00:00,,,51.476545,-3.184715,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-10T17:00:00+00:00,,,51.577004,-3.045381,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Article for use in theft,,,
Person search,2023-04-11T07:00:00+00:00,,,,,Female,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-11T15:00:00+00:00,,,51.581345,-2.991778,Male,over 34,Mixed/Multiple ethnic groups - White and Asian,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,
Vehicle search,2023-04-11T18:00:00+00:00,,,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-11T18:00:00+00:00,,,51.654709,-3.016768,Female,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-11T18:00:00+00:00,,,,,Male,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-11T19:00:00+00:00,,,51.651364,-3.003164,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-12T05:00:00+00:00,,,51.551887,-3.024296,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-12T05:00:00+00:00,,,51.556130,-3.018203,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Stolen goods,,,
Vehicle search,2023-04-12T11:00:00+00:00,,,51.695932,-3.020282,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-12T11:00:00+00:00,,,51.695932,-3.020282,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-12T12:00:00+00:00,,,51.578340,-2.996158,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-12T12:00:00+00:00,,,51.578340,-2.996158,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-12T12:00:00+00:00,,,51.578340,-2.996158,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-12T12:00:00+00:00,,,51.578340,-2.996158,Male,over 34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-12T16:00:00+00:00,,,51.655255,-3.021161,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-12T16:00:00+00:00,,,51.655255,-3.021161,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-12T20:00:00+00:00,,,51.560819,-3.025982,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-13T13:00:00+00:00,,,51.580317,-2.985680,Male,over 34,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-13T13:00:00+00:00,,,51.594821,-2.995176,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-13T15:00:00+00:00,,,51.602154,-2.972147,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-13T16:00:00+00:00,,,51.625652,-2.666403,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-04-13T20:00:00+00:00,,,51.798224,-3.204020,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-13T21:00:00+00:00,,,51.812718,-3.026878,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-13T22:00:00+00:00,,,51.655773,-3.054204,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-13T22:00:00+00:00,,,51.655773,-3.054204,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-13T22:00:00+00:00,,,51.657240,-3.051998,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-13T23:00:00+00:00,,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-14T00:00:00+00:00,,,51.717506,-3.045405,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-14T00:00:00+00:00,,,51.717506,-3.045405,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-14T00:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-14T00:00:00+00:00,,,51.717506,-3.045405,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-14T02:00:00+00:00,,,51.643245,-3.045445,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-14T02:00:00+00:00,,,51.643245,-3.045445,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-14T05:00:00+00:00,,,51.580347,-2.993864,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-14T08:00:00+00:00,,,51.594765,-2.996517,Female,over 34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-14T09:00:00+00:00,,,51.526789,-3.229539,Male,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-14T09:00:00+00:00,,,51.526789,-3.229539,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-14T11:00:00+00:00,,,51.606745,-3.029473,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-14T13:00:00+00:00,,,51.576275,-2.991610,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-14T21:00:00+00:00,,,51.475545,-3.249845,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-04-14T21:00:00+00:00,,,51.475545,-3.249845,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-14T22:00:00+00:00,,,51.468849,-3.252887,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-04-14T22:00:00+00:00,,,51.468849,-3.252887,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-14T22:00:00+00:00,,,51.468849,-3.252887,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-14T23:00:00+00:00,,,51.589042,-2.995376,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
