Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2023-04-14T23:00:00+00:00,,,51.589346,-2.996225,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-15T00:00:00+00:00,,,51.651323,-3.021638,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-15T01:00:00+00:00,,,51.642258,-3.053241,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-15T01:00:00+00:00,,,51.642258,-3.053241,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-15T01:00:00+00:00,,,51.642258,-3.053241,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-15T03:00:00+00:00,,,51.811367,-2.715325,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-15T04:00:00+00:00,,,51.811113,-2.714233,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-15T22:00:00+00:00,,,51.591144,-2.982291,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-16T00:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-16T12:00:00+00:00,,,51.575167,-3.014920,Male,over 34,Mixed/Multiple ethnic groups - White and Black African,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-16T14:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-04-16T23:00:00+00:00,,,51.586869,-3.209047,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-17T00:00:00+00:00,,,51.817357,-3.009212,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,
Person search,2023-04-17T01:00:00+00:00,,,51.817357,-3.009212,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-17T10:00:00+00:00,,,51.695932,-3.020282,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-17T22:00:00+00:00,,,51.651364,-3.003164,Male,18-24,Asian/Asian British - Pakistani,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-17T22:00:00+00:00,,,51.594765,-2.996517,Male,18-24,Asian/Asian British - Bangladeshi,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-17T23:00:00+00:00,,,51.651364,-3.003164,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-18T00:00:00+00:00,,,51.585074,-2.936262,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-18T00:00:00+00:00,,,51.620116,-3.009769,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-18T05:00:00+00:00,,,51.591144,-2.982291,Male,25-34,,,,,,,
Person search,2023-04-18T14:00:00+00:00,,,51.589042,-2.995376,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Vehicle search,2023-04-18T18:00:00+00:00,,,51.684470,-3.007555,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-18T18:00:00+00:00,,,51.684470,-3.007555,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-19T01:00:00+00:00,,,51.582630,-2.988617,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-19T08:00:00+00:00,,,51.591144,-2.982291,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-19T13:00:00+00:00,,,51.591144,-2.982291,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-19T15:00:00+00:00,,,51.580979,-2.993517,Male,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-19T15:00:00+00:00,,,51.580979,-2.993517,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-19T16:00:00+00:00,,,51.728652,-3.249257,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-19T19:00:00+00:00,,,51.580979,-2.993517,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-19T19:00:00+00:00,,,51.580979,-2.993517,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-19T19:00:00+00:00,,,51.580979,-2.993517,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-19T19:00:00+00:00,,,51.580979,-2.993517,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-20T03:00:00+00:00,,,51.579642,-3.175171,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-20T15:00:00+00:00,,,51.754935,-3.280943,,,,,Firearms Act 1968 (section 47),Article for use in theft,A no further action disposal,,
Person search,2023-04-20T15:00:00+00:00,,,51.754935,-3.280943,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-20T15:00:00+00:00,,,51.754935,-3.280943,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Vehicle search,2023-04-20T15:00:00+00:00,,,51.754935,-3.280943,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-20T19:00:00+00:00,,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-20T21:00:00+00:00,,,51.710912,-3.146902,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-20T21:00:00+00:00,,,51.710912,-3.146902,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-20T21:00:00+00:00,,,51.647167,-3.226419,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-20T22:00:00+00:00,,,51.668733,-3.239828,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-21T00:00:00+00:00,,,51.666594,-3.194598,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-21T00:00:00+00:00,,,51.666594,-3.194598,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-04-21T00:00:00+00:00,,,51.666594,-3.194598,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-21T00:00:00+00:00,,,51.666594,-3.194598,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-21T00:00:00+00:00,,,51.659356,-3.193627,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-21T01:00:00+00:00,,,51.580979,-2.993517,Male,18-24,White - Irish,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-21T11:00:00+00:00,,,51.799992,-3.174110,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-04-21T18:00:00+00:00,,,51.580317,-2.985680,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-21T22:00:00+00:00,,,51.807371,-2.718873,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-21T22:00:00+00:00,,,51.594702,-2.985847,Male,over 34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-22T01:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-22T01:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-22T11:00:00+00:00,,,51.589047,-2.998600,Male,18-24,White - Irish,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-22T14:00:00+00:00,,,51.585409,-2.962639,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-22T14:00:00+00:00,,,51.585409,-2.962639,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-22T20:00:00+00:00,,,51.636517,-3.234571,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-22T20:00:00+00:00,,,51.588512,-2.997015,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-22T22:00:00+00:00,,,51.580972,-2.966442,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-22T22:00:00+00:00,,,51.592138,-3.199457,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-23T00:00:00+00:00,,,51.580979,-2.993517,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-23T00:00:00+00:00,,,51.580979,-2.993517,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-23T00:00:00+00:00,,,51.580979,-2.993517,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-23T00:00:00+00:00,,,51.580979,-2.993517,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-23T01:00:00+00:00,,,51.577823,-3.236703,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-23T01:00:00+00:00,,,51.581095,-2.958016,Male,over 34,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-23T02:00:00+00:00,,,51.580979,-2.993517,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-23T02:00:00+00:00,,,51.580979,-2.993517,Male,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-23T06:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-23T11:00:00+00:00,,,51.579480,-2.994364,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-23T11:00:00+00:00,,,51.579480,-2.994364,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-23T11:00:00+00:00,,,51.644648,-3.025041,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-23T12:00:00+00:00,,,51.580979,-2.993517,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-04-23T12:00:00+00:00,,,51.580979,-2.993517,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-23T19:00:00+00:00,,,51.758809,-3.281010,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-23T23:00:00+00:00,,,51.586579,-3.021987,Male,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-04-24T10:00:00+00:00,,,,,Male,25-34,Mixed/Multiple ethnic groups - White and Asian,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-25T00:00:00+00:00,,,51.581345,-2.991778,Male,18-24,Asian/Asian British - Pakistani,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-25T01:00:00+00:00,,,51.581345,-2.991778,Male,over 34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-25T15:00:00+00:00,,,,,,25-34,,,,,,,
Person search,2023-04-25T15:00:00+00:00,,,51.605999,-3.089209,Male,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-25T15:00:00+00:00,,,51.605999,-3.089209,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-25T15:00:00+00:00,,,51.605999,-3.089209,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-25T15:00:00+00:00,,,51.605999,-3.089209,Male,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-25T15:00:00+00:00,,,51.605999,-3.089209,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-04-25T15:00:00+00:00,,,51.605999,-3.089209,Male,18-24,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-04-26T00:00:00+00:00,,,51.580979,-2.993517,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-26T00:00:00+00:00,,,51.579348,-2.990753,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-26T00:00:00+00:00,,,51.578969,-2.989822,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-26T01:00:00+00:00,,,51.651364,-3.003164,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-26T01:00:00+00:00,,,51.651364,-3.003164,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-26T01:00:00+00:00,,,51.701154,-3.034850,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-26T01:00:00+00:00,,,51.651364,-3.003164,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-26T11:00:00+00:00,,,51.577381,-2.950260,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-26T20:00:00+00:00,,,51.580979,-2.993517,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-26T23:00:00+00:00,,,,,Male,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-26T23:00:00+00:00,,,,,Male,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-04-26T23:00:00+00:00,,,,,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-27T02:00:00+00:00,,,51.590885,-3.195353,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-27T11:00:00+00:00,,,51.703779,-3.206445,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-27T13:00:00+00:00,,,51.571686,-2.994151,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-27T19:00:00+00:00,,,51.732093,-3.134304,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T00:00:00+00:00,,,51.590474,-2.997794,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-28T00:00:00+00:00,,,51.599424,-3.049001,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T00:00:00+00:00,,,51.599424,-3.049001,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T01:00:00+00:00,,,51.661668,-3.024066,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-28T03:00:00+00:00,,,51.582367,-3.007979,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-04-28T17:00:00+00:00,,,51.699031,-3.048163,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-28T17:00:00+00:00,,,51.699031,-3.048163,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-28T19:00:00+00:00,,,51.581345,-2.991778,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T20:00:00+00:00,,,51.704856,-3.039282,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T21:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-28T21:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T21:00:00+00:00,,,51.772105,-3.246138,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-28T21:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-28T22:00:00+00:00,,,51.581345,-2.991778,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T22:00:00+00:00,,,51.581345,-2.991778,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T22:00:00+00:00,,,51.581345,-2.991778,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T22:00:00+00:00,,,51.661668,-3.024066,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-28T22:00:00+00:00,,,51.772647,-3.248458,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-29T03:00:00+00:00,,,51.702039,-3.045613,Male,over 34,,,Misuse of Drugs Act 1971 (section 23),Stolen goods,,,
Person search,2023-04-29T03:00:00+00:00,,,51.726753,-3.080773,Male,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-29T06:00:00+00:00,,,51.578650,-2.994649,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-29T09:00:00+00:00,,,51.579348,-2.990753,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T09:00:00+00:00,,,51.578293,-2.992159,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T09:00:00+00:00,,,51.579348,-2.990753,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T10:00:00+00:00,,,51.578969,-2.989822,Male,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T14:00:00+00:00,,,51.587718,-2.978046,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-29T17:00:00+00:00,,,51.655255,-3.021161,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-29T17:00:00+00:00,,,51.651364,-3.003164,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T17:00:00+00:00,,,51.651364,-3.003164,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T17:00:00+00:00,,,51.655255,-3.021161,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T17:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Vehicle search,2023-04-29T19:00:00+00:00,,,51.666553,-3.217009,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T19:00:00+00:00,,,51.666553,-3.217009,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-29T20:00:00+00:00,,,51.748110,-3.285067,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Vehicle search,2023-04-29T20:00:00+00:00,,,51.748110,-3.285067,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-29T21:00:00+00:00,,,51.792292,-3.182489,Female,over 34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-29T22:00:00+00:00,,,51.588416,-2.998745,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-29T23:00:00+00:00,,,51.835840,-3.005416,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-04-29T23:00:00+00:00,,,51.588067,-3.003790,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-04-30T01:00:00+00:00,,,51.691775,-3.230750,Male,25-34,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-04-30T09:00:00+00:00,,,51.581345,-2.991778,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-30T12:00:00+00:00,,,51.580317,-2.985680,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-30T12:00:00+00:00,,,51.580317,-2.985680,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-04-30T13:00:00+00:00,,,51.586020,-2.824521,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-04-30T13:00:00+00:00,,,51.586020,-2.824521,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-04-30T13:00:00+00:00,,,51.526789,-3.229539,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-30T20:00:00+00:00,,,51.581744,-3.040165,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-04-30T21:00:00+00:00,,,51.588596,-3.039138,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-04-30T21:00:00+00:00,,,51.565565,-2.961440,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
