Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2023-08-04T23:00:00+00:00,,,51.625925,-3.011863,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-04T23:00:00+00:00,,,51.586182,-3.211194,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,
Person search,2023-08-04T23:00:00+00:00,,,51.586182,-3.211194,Male,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,
Vehicle search,2023-08-04T23:00:00+00:00,,,51.625925,-3.011863,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-05T00:00:00+00:00,,,51.597949,-2.967351,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-05T00:00:00+00:00,,,51.597949,-2.967351,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-05T10:00:00+00:00,,,51.610085,-3.090708,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-05T16:00:00+00:00,,,51.830163,-3.092477,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Vehicle search,2023-08-05T22:00:00+00:00,,,51.577004,-3.045381,,,,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,,,
Person search,2023-08-05T22:00:00+00:00,,,51.577004,-3.045381,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,
Person search,2023-08-05T22:00:00+00:00,,,,,,10-17,,,,,,,
Person search,2023-08-05T22:00:00+00:00,,,,,,18-24,,,,,,,
Person search,2023-08-05T22:00:00+00:00,,,51.588461,-2.997721,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-06T00:00:00+00:00,,,51.580979,-2.993517,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-06T00:00:00+00:00,,,51.610085,-3.090708,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-08-06T00:00:00+00:00,,,51.610085,-3.090708,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-06T01:00:00+00:00,,,51.599053,-2.978448,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-08-06T15:00:00+00:00,,,51.568976,-3.011362,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-06T16:00:00+00:00,,,51.570150,-3.011778,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-06T16:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-06T18:00:00+00:00,,,51.772183,-3.243865,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-06T22:00:00+00:00,,,51.800535,-3.221386,Male,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-08-06T23:00:00+00:00,,,51.646338,-3.020931,Male,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-07T13:00:00+00:00,,,51.704340,-3.134782,Female,over 34,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-08-07T14:00:00+00:00,,,51.773471,-3.247074,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Vehicle search,2023-08-07T14:00:00+00:00,,,51.773471,-3.247074,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-08-07T17:00:00+00:00,,,51.619537,-3.128592,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-09T02:00:00+00:00,,,51.655936,-3.181582,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-08-09T02:00:00+00:00,,,51.586787,-3.003184,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-09T13:00:00+00:00,,,51.701174,-3.040775,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-08-09T14:00:00+00:00,,,51.799992,-3.174110,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-09T17:00:00+00:00,,,51.793132,-3.174087,Male,over 34,,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-08-09T17:00:00+00:00,,,51.673737,-3.211822,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-09T18:00:00+00:00,,,51.612998,-2.762937,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-08-09T22:00:00+00:00,,,51.596813,-2.934511,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-08-10T09:00:00+00:00,,,51.770871,-3.290554,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-10T09:00:00+00:00,,,51.770871,-3.290554,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-10T15:00:00+00:00,,,51.819454,-3.015766,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-10T15:00:00+00:00,,,51.819454,-3.015766,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-10T17:00:00+00:00,,,51.593915,-2.929167,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-08-10T17:00:00+00:00,,,51.591144,-2.982291,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-08-10T18:00:00+00:00,,,51.591144,-2.982291,Male,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-08-11T01:00:00+00:00,,,51.689186,-3.228958,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-11T02:00:00+00:00,,,51.664127,-3.193116,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-11T03:00:00+00:00,,,51.664169,-3.193421,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-11T03:00:00+00:00,,,51.664169,-3.193421,Male,25-34,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-11T09:00:00+00:00,,,51.575433,-3.218513,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-11T14:00:00+00:00,,,51.661238,-3.025994,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Person search,2023-08-11T19:00:00+00:00,,,51.581345,-2.991778,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-11T19:00:00+00:00,,,51.581345,-2.991778,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-11T19:00:00+00:00,,,51.581345,-2.991778,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-11T19:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-12T00:00:00+00:00,,,51.596868,-2.929834,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2023-08-12T00:00:00+00:00,,,51.596868,-2.929834,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-12T22:00:00+00:00,,,51.588416,-2.998745,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-12T23:00:00+00:00,,,51.567877,-3.017831,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-12T23:00:00+00:00,,,51.772222,-3.245286,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-08-13T00:00:00+00:00,,,51.588461,-2.997721,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-13T00:00:00+00:00,,,51.588461,-2.997721,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-13T01:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-13T03:00:00+00:00,,,51.578340,-2.996158,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-13T04:00:00+00:00,,,51.591144,-2.982291,Male,over 34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,
Person search,2023-08-13T14:00:00+00:00,,,51.581345,-2.991778,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-13T18:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-13T18:00:00+00:00,,,51.689186,-3.228958,Female,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-13T21:00:00+00:00,,,51.585359,-3.002965,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-13T21:00:00+00:00,,,51.585359,-3.002965,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-13T22:00:00+00:00,,,51.578254,-3.216929,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-13T22:00:00+00:00,,,51.578254,-3.216929,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-13T22:00:00+00:00,,,51.585359,-3.002965,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-13T22:00:00+00:00,,,51.585359,-3.002965,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-13T23:00:00+00:00,,,51.585359,-3.002965,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Firearms Act 1968 (section 47),Stolen goods,,,
Vehicle search,2023-08-14T20:00:00+00:00,,,51.772248,-2.813230,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-14T21:00:00+00:00,,,51.652136,-3.020079,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Firearms,A no further action disposal,,
Person search,2023-08-15T01:00:00+00:00,,,51.589047,-2.998600,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-15T21:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-08-15T21:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2023-08-15T23:00:00+00:00,,,51.594033,-2.763139,Male,25-34,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-15T23:00:00+00:00,,,51.594033,-2.763139,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-16T00:00:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-16T00:00:00+00:00,,,51.609493,-3.010241,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-16T00:00:00+00:00,,,51.594033,-2.763139,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-16T01:00:00+00:00,,,51.659780,-3.009494,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-08-16T01:00:00+00:00,,,51.659780,-3.009494,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-08-16T08:00:00+00:00,,,51.636517,-3.234571,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,
Vehicle search,2023-08-16T10:00:00+00:00,,,51.658390,-3.015318,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-16T12:00:00+00:00,,,51.591689,-2.979589,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-16T21:00:00+00:00,,,51.659071,-3.029082,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-16T23:00:00+00:00,,,51.658390,-3.015318,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-17T13:00:00+00:00,,,51.644267,-3.228668,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-17T14:00:00+00:00,,,51.663818,-3.011478,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-17T17:00:00+00:00,,,51.683172,-3.215864,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-17T23:00:00+00:00,,,51.706671,-2.898813,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Vehicle search,2023-08-17T23:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-18T12:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
Person search,2023-08-18T20:00:00+00:00,,,51.596540,-3.144913,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Vehicle search,2023-08-18T20:00:00+00:00,,,51.726908,-3.132148,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Vehicle search,2023-08-19T10:00:00+00:00,,,51.581345,-2.991778,,,,,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2023-08-19T10:00:00+00:00,,,51.585097,-3.047573,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-19T13:00:00+00:00,,,51.682965,-3.008911,Male,10-17,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-19T14:00:00+00:00,,,51.664875,-3.195652,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-19T14:00:00+00:00,,,51.800903,-3.223220,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2023-08-19T14:00:00+00:00,,,51.664875,-3.195652,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
Person search,2023-08-19T17:00:00+00:00,,,51.767696,-3.288145,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2023-08-19T17:00:00+00:00,,,51.767696,-3.288145,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2023-08-19T20:00:00+00:00,,,51.759527,-3.284464,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,,,,,
Person search,2023-08-19T23:00:00+00:00,,,51.653697,-3.021502,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2023-08-20T00:00:00+00:00,,,51.692768,-3.028414,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
