Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2023-06-05T06:06:00+00:00,,,53.994927,-1.546695,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-05T06:06:00+00:00,,,53.994927,-1.546695,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-05T06:06:00+00:00,,,53.994284,-1.545619,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-05T13:06:00+00:00,,,53.709601,-1.204507,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-06T10:06:00+00:00,,,53.959053,-1.079183,Male,over 34,,White,,,,,
Person and Vehicle search,2023-06-06T11:06:00+00:00,,,53.705246,-1.021772,,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-06-06T11:06:00+00:00,,,53.705246,-1.021772,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-06-06T11:06:00+00:00,,,53.705246,-1.021772,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-06-07T15:06:00+00:00,,,54.082355,-1.731324,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-06-08T00:06:00+00:00,,,53.997614,-1.507828,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-08T07:06:00+00:00,,,54.007129,-1.538933,Female,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-08T16:06:00+00:00,,,53.998068,-1.533938,Male,18-24,,White,,,,,
Person search,2023-06-08T18:06:00+00:00,,,53.998068,-1.533938,Female,over 34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-08T18:06:00+00:00,,,53.998068,-1.533938,Female,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-08T19:06:00+00:00,,,53.996136,-1.536187,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-09T01:06:00+00:00,,,54.231887,-1.344198,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-09T01:06:00+00:00,,,54.234243,-1.344375,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2023-06-09T06:06:00+00:00,,,54.250792,-0.478308,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-09T14:06:00+00:00,,,53.998068,-1.533938,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-09T16:06:00+00:00,,,53.959281,-1.084118,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-09T16:06:00+00:00,,,53.958167,-1.085481,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2023-06-09T18:06:00+00:00,,,54.000439,-1.535742,Male,10-17,,White,,,,,
Person search,2023-06-09T18:06:00+00:00,,,54.000439,-1.535742,Male,10-17,,White,,,,,
Person and Vehicle search,2023-06-09T22:06:00+00:00,,,54.406319,-1.726455,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-09T22:06:00+00:00,,,53.883399,-1.262537,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-06-09T22:06:00+00:00,,,54.406319,-1.726455,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-10T02:06:00+00:00,,,54.000439,-1.535742,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person search,2023-06-10T02:06:00+00:00,,,54.000439,-1.535742,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,
Person search,2023-06-10T03:06:00+00:00,,,54.272263,-0.407453,Male,25-34,White - Any other White background,White,,,,,
Person search,2023-06-10T09:06:00+00:00,,,53.956544,-1.061590,Female,over 34,,White,,,,,
Person search,2023-06-10T10:06:00+00:00,,,54.485184,-0.620879,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,
Person search,2023-06-10T15:06:00+00:00,,,53.985984,-1.539731,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2023-06-10T16:06:00+00:00,,,53.956544,-1.061590,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-10T18:06:00+00:00,,,53.957537,-1.083087,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,False,
Person search,2023-06-10T18:06:00+00:00,,,53.957537,-1.083087,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,False,
Person search,2023-06-11T00:06:00+00:00,,,53.957862,-1.082339,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-11T02:06:00+00:00,,,53.960694,-1.075123,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-06-11T03:06:00+00:00,,,53.961524,-1.075501,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-06-11T20:06:00+00:00,,,53.882909,-1.046231,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-11T20:06:00+00:00,,,53.784722,-1.069252,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-12T02:06:00+00:00,,,,,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2023-06-12T03:06:00+00:00,,,54.225982,-0.550624,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2023-06-12T03:06:00+00:00,,,54.247997,-0.775313,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-06-13T04:06:00+00:00,,,53.965222,-2.008606,Male,18-24,,Asian,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person and Vehicle search,2023-06-13T23:06:00+00:00,,,54.250792,-0.478308,Male,25-34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-14T14:06:00+00:00,,,53.995685,-1.535765,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-14T18:06:00+00:00,,,54.000137,-1.534403,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-15T14:06:00+00:00,,,54.239809,-0.400186,Male,10-17,Other ethnic group - Not stated,White,,,,,
Person and Vehicle search,2023-06-15T22:06:00+00:00,,,54.010449,-1.471893,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-06-15T22:06:00+00:00,,,53.994368,-1.539364,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-15T22:06:00+00:00,,,53.991153,-1.549527,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,
Person search,2023-06-15T23:06:00+00:00,,,54.132383,-1.518751,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-16T00:06:00+00:00,,,54.132383,-1.518751,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-16T05:06:00+00:00,,,53.988422,-1.552149,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,
Person search,2023-06-16T19:06:00+00:00,,,54.001346,-1.574253,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-16T22:06:00+00:00,,,54.406367,-1.739996,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-17T23:06:00+00:00,,,54.401693,-1.739641,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-17T23:06:00+00:00,,,53.993228,-1.539697,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-18T02:06:00+00:00,,,53.958398,-1.092228,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-18T05:06:00+00:00,,,54.336972,-1.435622,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-18T09:06:00+00:00,,,53.953803,-1.045575,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-18T18:06:00+00:00,,,54.011631,-1.540974,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-18T22:06:00+00:00,,,53.956908,-2.015081,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-20T01:06:00+00:00,,,54.285428,-0.400431,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-20T06:06:00+00:00,,,54.479514,-0.638495,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-20T11:06:00+00:00,,,54.337709,-1.431782,Male,over 34,,White,,,,,
Person and Vehicle search,2023-06-20T16:06:00+00:00,,,53.984887,-1.499506,Male,18-24,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2023-06-20T16:06:00+00:00,,,54.337709,-1.431782,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2023-06-20T17:06:00+00:00,,,54.337709,-1.431782,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2023-06-21T12:06:00+00:00,,,54.052433,-0.938799,Female,over 34,,White,,,,,
Person search,2023-06-21T13:06:00+00:00,,,54.135577,-0.796937,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-06-21T17:06:00+00:00,,,54.171435,-1.391814,Male,18-24,Other ethnic group - Not stated,,,,,,
Person search,2023-06-21T17:06:00+00:00,,,53.941595,-1.122010,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,False,
Person search,2023-06-22T15:06:00+00:00,,,53.958346,-1.080242,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-23T17:06:00+00:00,,,54.005143,-1.529602,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-23T23:06:00+00:00,,,53.778515,-1.089558,Male,25-34,,White,,,,,
Person search,2023-06-24T01:06:00+00:00,,,53.955830,-1.066788,Male,,,White,,,,,
Person search,2023-06-24T07:06:00+00:00,,,53.961752,-2.015891,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-06-24T23:06:00+00:00,,,53.972766,-1.086976,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-06-25T06:06:00+00:00,,,54.113723,-2.513759,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2023-06-25T06:06:00+00:00,,,54.113723,-2.513759,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2023-06-25T06:06:00+00:00,,,54.113723,-2.513759,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2023-06-25T06:06:00+00:00,,,54.113723,-2.513759,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-25T08:06:00+00:00,,,53.989461,-1.539357,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Offensive weapons,,False,
Person search,2023-06-25T12:06:00+00:00,,,54.000439,-1.535742,Male,over 34,,White,,,,,
Person search,2023-06-25T17:06:00+00:00,,,54.285316,-0.393999,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-26T14:06:00+00:00,,,54.299509,-0.448278,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-26T15:06:00+00:00,,,53.976082,-1.083366,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-26T15:06:00+00:00,,,53.976082,-1.083366,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-06-26T17:06:00+00:00,,,53.761082,-1.249997,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-26T21:06:00+00:00,,,54.002734,-1.558128,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-06-27T08:06:00+00:00,,,54.286087,-0.398608,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-27T21:06:00+00:00,,,54.479510,-0.608923,Female,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-27T22:06:00+00:00,,,53.996136,-1.536187,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-27T22:06:00+00:00,,,53.996136,-1.536187,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-28T04:06:00+00:00,,,53.962948,-1.085422,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-28T04:06:00+00:00,,,53.953885,-1.029101,Male,18-24,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-28T06:06:00+00:00,,,53.956372,-1.074106,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2023-06-28T07:06:00+00:00,,,53.955830,-1.066788,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-28T07:06:00+00:00,,,53.955830,-1.066788,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-06-28T07:06:00+00:00,,,53.775022,-1.248368,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-28T09:06:00+00:00,,,53.993117,-1.534039,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,
Person search,2023-06-28T10:06:00+00:00,,,53.959245,-1.078355,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-28T12:06:00+00:00,,,53.994919,-1.535270,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2023-06-28T21:06:00+00:00,,,54.249836,-0.450833,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2023-06-28T22:06:00+00:00,,,54.282609,-0.401385,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-28T22:06:00+00:00,,,54.282609,-0.401385,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-28T22:06:00+00:00,,,54.279816,-0.398805,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2023-06-29T06:06:00+00:00,,,53.647315,-1.164108,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-29T06:06:00+00:00,,,53.647315,-1.164108,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-29T06:06:00+00:00,,,53.647315,-1.164108,Male,18-24,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2023-06-29T11:06:00+00:00,,,53.957808,-1.086785,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-29T14:06:00+00:00,,,,,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-29T15:06:00+00:00,,,53.993009,-1.538891,Female,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2023-06-30T00:06:00+00:00,,,54.281051,-0.403647,Female,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-06-30T17:06:00+00:00,,,53.945990,-1.356200,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2023-06-30T21:06:00+00:00,,,53.959109,-1.077109,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2023-06-30T22:06:00+00:00,,,53.957046,-1.090550,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
